id,question,concept,answer1,answer2
297,"Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Tea is usually served in the _ , with milk and sometimes sugar.",,cup,mug
298,Neil asked Michael what it was like to go to war because _ was a pacifist.,,Neil,Michael
299,Neil asked Michael what it was like to go to war because _ was ex-military.,,Michael,Neil
300,I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it was almost clear.,,quartz,topaz
301,I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it shined yellow.,,topaz,quartz
302,"The chef thinks it's more healthy to eat apples than beets, so he hates putting the _ in his smoothies.",,beets,apples
303,"The chef thinks it's more healthy to eat apples than beets, so he likes putting the _ in his smoothies.",,apples,beets
304,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the ocean.",,Jennifer,Emily
305,"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the lake.",,Emily,Jennifer
306,The documents contained in the files could not fit properly. The _ were too small.,,Files,Documents
307,The documents contained in the files could not fit properly. The _ were too large.,,Documents,Files
308,"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ liked to escape into an imaginary world.",,Lawrence,Jason
309,"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ struggled to escape into an imaginary world.",,Jason,Lawrence
310,Mary only wore stripes to work and not plaids because the _ made her look sloppy.,,plaids,stripes
311,Mary only wore stripes to work and not plaids because the _ made her look professional.,,stripes,plaids
312,The bumper on the car shone brighter than the handle on the car because the _ was dirtier.,,handle,bumper
313,The bumper on the car shone brighter than the handle on the car because the _ was cleaner.,,bumper,handle
314,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ could safely enjoy party.",,Neil,Ian
315,"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ buys pH raising preparates.",,Ian,Neil
316,"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen and she gladly used the _ to sign the document.",,pen,pencil
317,"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen but she stubbornly used  the _ to sign the document.",,pencil,pen
318,No one was able to enjoy the story and we started to listen to the music. The _ is boring.,,story,music
319,No one was able to enjoy the story and we started to listen to the music. The _ is interesting.,,music,story
320,The teeth of Katrina are more yellow than Laura's due to _ drinking mostly water all the time.,,Laura,Katrina
321,The teeth of Katrina are more yellow than Laura's due to _ drinking mostly coffee all the time.,,Katrina,Laura
322,It was necessary to hit the iron with the sledgehammer after the _ got heated.,,iron,sledgehammer
323,It was necessary to hit the iron with the sledgehammer before the _ got heated.,,sledgehammer,iron
324,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was rid of the money pit.",,Derrick,Kevin
325,"Kevin didn't consider the costs when they bought the house from Derrick, so _ was stuck with the money pit.",,Kevin,Derrick
326,Robert helped create an internet viral video sensation of Kyle when _ danced in video.,,Kyle,Robert
327,Robert helped create an internet viral video sensation of Kyle when _ directed the video.,,Robert,Kyle
328,"Rebecca invited Maria to a concert, then _ had to get permission to attend from their parents.",,Maria,Rebecca
329,"Rebecca was invited to a concert by Maria, then _ had to get permission to attend from their parents.",,Rebecca,Maria
330,Betty was able to hold the pigeon longer than Angela because _ is scared of birds.,,Angela,Betty
331,Betty was able to hold the pigeon longer than Angela because _ wasn't scared of birds.,,Betty,Angela
332,"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the artist.",,Jason,Nick
333,"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the athlete.",,Nick,Jason
334,"The theraband that Jill purchased for herself would not fit around her leg, the _ was too wide.",,leg,theraband
335,"The theraband that Jill purchased for herself would not fit around her leg, the _ was too narrow.",,theraband,leg
336,James could not get the bag closed because of the clothe in it. The _ is small.,,bag,cloth
337,James could not get the bag closed because of the clothe in it. The _ is plenty.,,cloth,bag
338,"Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them taste lighter.",,shortening,butter
339,"Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them too heavy.",,butter,shortening
340,"Dennis has been away on vacation, while Nelson stayed home so the lettuce in _ 's fridge was rotten.",,Dennis,Nelson
341,"Dennis has been away on vacation, while Nelson stayed at home so the lettuce in _ 's fridge was used to make a salad.",,Nelson,Dennis
342,"Jen put her derma roller into the water, so that the cleaner could sterilize it with the _ .",,water,derma roller
343,"Jen put her derma roller into the water, so that the cleaner could sterilize the _ .",,derma roller,water
344,The case James used to carry the file still got more space in it. I wonder why he chose the _ that is small.,,file,case
345,The case James used to carry the file still got more space in it. I wonder why he chose the _ that is big.,,case,file
346,Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is arty.,,Derrick,Adam
347,Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is unmusical.,,Adam,Derrick
348,My knee joint is less injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.,,ankle joint,knee joint
349,My knee joint is more injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.,,knee joint,ankle joint
350,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nice.",,Matthew,Donald
351,"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nasty.",,Donald,Matthew
352,"The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thicker.",,camera,glasses
353,"The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thinner.",,glasses,camera
354,"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of making them.",,Laura,Victoria
355,"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of eating them.",,Victoria,Laura
356,To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were bigger.,,journal,diary
357,To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were smaller.,,diary,journal
358,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is new.,,tuxedo shirt,night shirt
359,Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is old.,,night shirt,tuxedo shirt
360,Hunter was suicidal and Robert responded for the reason that _ had never been in this critical situation.,,Hunter,Robert
361,Hunter was suicidal and Robert responded for the reason that _ had previously been in this critical situation.,,Robert,Hunter
362,"Rachel included Tanya in her YouTube video, but _ was furious because she had failed to obtain permission.",,Tanya,Rachel
363,"Rachel included Tanya in her YouTube video, but _ was sorry because she had failed to obtain permission.",,Rachel,Tanya
364,A conductor on the train Felicia has been for years today Elena will present them with a award _ is being honored.,,Felicia,Elena
365,"A conductor on the train Felicia has been for years today Elena will present them with a award, _ is honored to be presenting..",,Elena,Felicia
366,"The police could escort the prisoner to the gate but not to the cell, as entry to _ was permitted .",,gate,cell
367,"The police could escort the prisoner to the gate but not to the cell, as entry to _ was forbidden .",,cell,gate
368,"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish protected and beautified the _ .",,wood,concrete
369,"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish harmed and uglified the _ .",,concrete,wood
